rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
16,"spotify:track:75cbS6bJO0yUVXKVrRdSgv","Grupo Chocolate, Turma do Pagode","Alô Virgínia - Ao Vivo","ORIGINAL MUSIC BRASIL",16,25,4,"4703715"
17,"spotify:track:4y93vvzu2h8MITw7YyUTcI","Henrique & Juliano","Última Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",1,20,67,"4447575"
18,"spotify:track:6kaWah1Acn1dtNjAy6sm1p","DJ Oreia, Mc Lele JP, MC Meno K, MC Ryan SP, MC Tuto, Mc Negão Original","Diário de um Cafajeste","GRINGOS WORLD PRODUTORA",18,29,9,"4408257"
19,"spotify:track:25CffgwZg6vlUdCsHJijZo","Panda, Ícaro e Gilmar, MJ Records","Baqueado - Ao Vivo","MJ Records.",9,16,42,"4320555"
20,"spotify:track:44CTudFZ0kbaIF9n0jk7oU","Matheus & Kauan, Ana Castela","Ilusão De Ótica - Ao Vivo","Universal Music Ltda (S&D)",11,23,50,"4199411"
21,"spotify:track:17tg01y3RhlfRKMnd333yL","Danilo e Davi","Apaga Apaga Apaga - Ao Vivo","Som Livre",1,18,61,"4166594"
22,"spotify:track:2gLUZtZN1gfercLP9guft3","Léo Santana, Melody","Desliza (""Ólhinho"" No Corpinho)","Universal Music Ltda.",22,22,23,"4124246"
23,"spotify:track:5p5QetM8bXMWBUuyltZr5w","Brenno & Matheus","Eu Quero é Praia","New Music",23,37,12,"4123954"
24,"spotify:track:5Nj2UVsxXAvhfYNpcre3al","Dj Caio Vieira, MC Meno K, Mc Rodrigo do CN","FAMOSINHA","BR MUSIC DIREITOS MUSICAIS LTDA.",1,19,34,"4087220"
25,"spotify:track:6Kyl2nFgU0J8WBlbBvDv6g","Grupo Menos É Mais","Coração Partido (Corazón Partío) - Ao Vivo","Som Livre",1,14,71,"4005073"
26,"spotify:track:1N19UVD4GRBFT6UrDaX6rk","Turma do Pagode, Grupo Menos É Mais","Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo)","Sony Music Entertainment",15,15,76,"3835702"
27,"spotify:track:2ejSYn4SfoE07mXPlnYVED","Rafa e Junior, Hugo & Guilherme, DJ Ari SL","Ama Um Maloqueiro","Rafa e Junior",4,27,33,"3825746"
28,"spotify:track:1scDyegujPu9CK2d6PTYgk","Toca Aquela, Breno Major, Mariana Fagundes, Thauane","Silêncio","SoundOn",28,57,5,"3821698"
29,"spotify:track:0HixceBFegrCY3GFBB7SlQ","Mari Fernandez, Grelo, Natanzinho Lima","Saudade do Carai","Som Livre",19,24,7,"3779760"
30,"spotify:track:2a9WkloaIu64sryr4JTdTi","Panda, Gusttavo Lima, MJ Records","Calcinha de Renda - Ao Vivo","Sony Music Entertainment",30,40,6,"3720950"
31,"spotify:track:1bWYjhtGuje05MGLOAQvpj","Yasmin Sensação","Fanatismo","Ideia Distro Digital",13,17,4,"3681294"
32,"spotify:track:2W8XL6iRGMmGHpqW2TKcXc","Gusttavo Lima","Pelo Bem da Minha Saudade","Sony Music Entertainment",31,31,21,"3642894"
33,"spotify:track:2GylVVMD21R4SqgAt8gGC5","Felipe Amorim, Vitão, BIN, Malibu","Eu Vou na Sua Casa","One Play",2,28,29,"3600677"
34,"spotify:track:7qqixxBvZIGSep53Eh2o0b","DJ Japa NK, MC Meno K, MC Ryan SP, Mc Brinquedo, MC LUUKY","Gauchinha","2025 Kondzilla Nova Era",34,42,3,"3445585"
35,"spotify:track:7G8V8LiyyqwzSlsQLiaitN","Mc Lele JP, DJ Guh Mix","Toma Gostosona","Cria Hit BR",35,38,10,"3391960"
36,"spotify:track:0dI5yI0wplyuwBMEGKXeJC","Felipe e Rodrigo","Ignora (Ao Vivo)","MK Records",17,26,5,"3385103"
37,"spotify:track:7tesyGMnAFNI0l2xaxcFKi","Henrique & Juliano","Saudade De Quem Eu Sou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",11,34,43,"3269314"
38,"spotify:track:4ZuUJilJAe5MSA8dXHdOXR","MC Tuto, DJ Oreia","2026","Universal Music Ltda.",38,58,2,"3256719"
39,"spotify:track:5q6p93gOrBy5dRkxOAylJ4","Pedro Paulo & Alex, Diego & Victor Hugo","Carmed Chocolate","Roça Music",39,172,4,"3188078"
40,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",4,46,14,"3136480"
41,"spotify:track:5cGieTJ0FQC2JXqSH4OJpg","NATTAN, Zé Felipe","Homem É Homem, Moleque É Moleque","Nattan",16,43,7,"3120631"
42,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",42,185,14,"3006164"
43,"spotify:track:4jHrB8ZcGoFbSMVq2FXzmk","Gusttavo Lima","Cama e Coração","Sony Music Entertainment",43,51,3,"3001157"
44,"spotify:track:118oqjHKS0amJfPLi9LoEZ","AgroPlay, Ana Castela, Zé Felipe","Eu Só Quero Você","Paralogy",44,59,4,"2991585"
45,"spotify:track:5k7JSycp97vL45zSOoUsTE","Henrique & Juliano","Seja Ex (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",20,45,67,"2990386"
46,"spotify:track:2j7IPPMZt5nE5R4r2AbKZ8","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","12 Horas / Pra Você Acreditar - Ao Vivo","MJ Records.",18,39,40,"2944790"
47,"spotify:track:4GvuFO1fp1vVILm9DeSGW6","Danilo e Davi","Buquê de Bebida - Ao Vivo","Som Livre",47,48,5,"2829425"
48,"spotify:track:473DqaeIno75pBbp0bNrkT","Matheus Vargas, Cleber & Cauan","Desocupa","MV Produções Artisticas",24,41,13,"2824367"
49,"spotify:track:0qZwqMsGSClyrKzbVbRto9","Diego & Arnaldo, Zé Neto & Cristiano","Vai Cair Água - Ao Vivo","Som Livre",21,36,23,"2822213"
50,"spotify:track:4l2Fyw7EYB5XjcKwqcwuHQ","DJ Zigão, MC Roger","Tô na Brasilia com o Zigão","MSTT RECORDS",18,52,15,"2816643"
51,"spotify:track:6UhyOKAi2V34FD87MKaJ5Y","Som de Faculdade, Ferrugem","Havaianas","WM Brazil",51,167,2,"2780835"
52,"spotify:track:6IFF888dQ0P6ilbj4kL6G8","Grupo Menos É Mais","Aquele Lugar - Ao Vivo","Som Livre",15,35,47,"2780083"
53,"spotify:track:2De1EHbIhepIVLHZ16bySE","Veigh, Supernova Ent","Talvez você precise de mim","Supernova Entertainment",17,63,28,"2740512"
54,"spotify:track:1yJYseCZJYRHZkl1DJ3tLs","Mayke & Rodrigo, Panda","Bebe, Beija e Trai - Ao Vivo","WM Brazil",47,47,5,"2691344"
55,"spotify:track:2s4nhrlWTnmzSnGFH5pyAM","Anitta, Felipe Amorim, HITMAKER","GOSTOSIN","Universal Music Ltda.",55,62,5,"2615699"
56,"spotify:track:79MxbO0fmeREiSUdODnqaq","Luan Pereira, Ana Castela","ORÇAMENTO - Ao Vivo","Som Livre",30,30,5,"2587474"
57,"spotify:track:7MzgCL44HTP2noUkTevxzs","Natanzinho Lima, Paulo Pires","Maloqueiro - Ao Vivo","Sua Música Digital",57,78,4,"2540672"
58,"spotify:track:3JKNgQQI8UVgtGRw2HmsqH","Manim Vaqueiro, Talita Mel","Vaqueirão - Ao Vivo","Manim Vaqueiro",58,74,2,"2501884"
59,"spotify:track:4c4tcqYfqiFc527gqNdRE5","Clayton & Romário, Zé Felipe","Se Eu Te Perdoar - Ao Vivo","WM Brazil",6,33,17,"2499987"
60,"spotify:track:0BcvMyLAkdMMTroiPqS8S0","Traia Véia","Lembrança Boa","Show Mix.",60,92,4,"2497865"
61,"spotify:track:1FoV9rUsKIecaQpSap2YLn","Guilherme & Benuto, Luan Santana","Quarto 67 - Ao Vivo","Sony Music Entertainment",59,65,16,"2460857"
62,"spotify:track:4QZqSqxdcgAbtZle4MS4ph","Gusttavo Lima","Retrovisor","Sony Music Entertainment",13,60,21,"2435214"
63,"spotify:track:58lPXPuE7deTicTvsdvVbL","Dexhenry, DJ QUIRINO, Yuri Redicopa, Ascending","Esse Cupido Não Me Ajuda","Ascending Recordz",44,71,5,"2395140"
64,"spotify:track:3M4HJl7D77l86gL1QXGJHG","Lauana Prado, Simone Mendes","Saudade Burra - Ao Vivo","Universal Music Ltda.",11,53,52,"2365983"
65,"spotify:track:3zMqwjtmmxARBkMDU9CIku","Reset, Hungria, Tribo da Periferia, Duckjay","Emendou","Reset - Hungria e Duckjay",65,124,2,"2337629"
66,"spotify:track:6vGZfODFI1FxMImSUbdJhz","Zé Neto & Cristiano","Resumindo - Ao Vivo","Som Livre",17,54,33,"2316765"
67,"spotify:track:0IBCX7PC9NcfFLuyoHxTNt","Zé Neto & Cristiano","Escondendo o Ouro - Ao Vivo","Som Livre",8,49,33,"2300051"
68,"spotify:track:65vJAh07BdwurqR9SRa6f8","Ferrugem, Sorriso Maroto","Apaguei Pra Todos - Ao Vivo","WM Brazil",17,50,90,"2288374"
69,"spotify:track:72GqkY2T26u6OzWqf3xkSk","Dj GM, MC Paulin da Capital, MC Marks, MC Ryan SP, Love Funk, MC Lemos, Mc Lipi, Mc Lele JP, Mc Magal, Gabb MC, Mc Kadu, MC Cebezinho, Mc Paiva ZS, MC LUUKY","Set Dj Gm 8.0","Love Funk",69,117,2,"2273388"
70,"spotify:track:4mevJ3Ki58x4cQgWheMAPd","Jorge & Mateus","Sol Nos Olhos","Som Livre",27,55,9,"2228682"
71,"spotify:track:5aMgTcyBPH90hWHhbNKTwR","Diego & Victor Hugo","Entregador de Flor - Ao Vivo em Brasília","Sony Music Entertainment",4,66,69,"2218058"
72,"spotify:track:3p58wJmZqIc9RjsdeZ5Jfq","Mc Negão Original, MC Jvila, MC Willian, DJ Japa NK, MC Meno K, DJ Guh Mix","Vou pela Madrugada","Cria Hit BR",23,68,26,"2209418"
73,"spotify:track:5YG4rxeltvw2KmOy0dW4z9","DJ YUZAK, MC BN, Mc RN Original","Montagem Sarra Sarra","Mandelão Records",32,72,8,"2207563"
74,"spotify:track:6OPfBo0J6yqzSY9WxNlbA5","MC Willian, DJ Japa NK, DJ DAVI DOGDOG","Valentino","Cria Hit BR",23,85,19,"2175263"
75,"spotify:track:6YAK1Sle1Wl7jOurqwWCfh","DJ DUARTE, DJ ORBITAL, Dj Rs","MONTAGEM CAMERA LENTA","Prime Funk",20,77,10,"2171317"
76,"spotify:track:6zxthXT7GUBX83vRmQiN3x","Felipe e Rodrigo","Caos De Alguém (Ao Vivo)","MK Records",6,67,25,"2157193"
77,"spotify:track:7t2JELey25yJKmZLA00BJz","US Agroboy, Brenno & Matheus, Country Boy, Na Base do Agro, The Roça, Edy Lemond, Dj Chris No Beat, DJ Ari SL, Os Loucotores","Set do Rincon 1","WM Brazil",77,-1,1,"2134773"
78,"spotify:track:0Ao4OLBAduB4y8H80EKqTO","Natanzinho Lima","Sonho de Amor - Ao Vivo","Sua Música Digital",52,56,18,"2101703"
79,"spotify:track:07kLShG3HTeLXTqnFCqNAJ","Henrique & Juliano","Amigo Da Minha Saudade (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",18,69,53,"2058032"
80,"spotify:track:7MnT7msJZg3XBAS0OTfGrB","Legião Urbana","Tempo Perdido","EMI Brazil",61,91,105,"2032775"
81,"spotify:track:38jMHjnOAJDR4QUdk3IXsw","Murilo Huff, Marília Mendonça","Dois Enganados","M Show",49,80,178,"2023857"
82,"spotify:track:280QfKhmWGn3LbyB39aA7u","Léo Foguete","Cópia Proibida","Sua Música Digital",5,64,62,"2022748"
83,"spotify:track:5oI9blwsXC8AkTWw6wASY8","Matuê","Máquina do Tempo","Sony Music Entertainment",2,128,120,"1982030"
84,"spotify:track:5wTHqpJDnoGW562HQW1BmC","KayBlack, Vulgo FK, Veigh, Fepache, Galdino, H4lfmeasures, Honaiser, Murillo e LT no Beat","TENTAR SER BREVE 🤷🏾‍♀️","WM Brazil",38,116,6,"1968731"
85,"spotify:track:5bPVaf87iW31GGfmk2yqsd","Dj Guuh, Mc Rodrigo do CN","VAI NO CHÃO BANDIDA","Prodok Music Group",47,86,27,"1944627"
86,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",86,127,79,"1940566"
87,"spotify:track:2ON6eCdX4sfBuY22KHYSgj","Mc Don Juan, Boladin 211, Dj Felipe Maia, DJ Kaioken","Ela Sai de Provocação","WM Brazil",87,143,2,"1936317"
88,"spotify:track:2KINhc9Jf5Z6IxdJ3xM07Z","MC Meno K, Fepache, DJ Oreia, DJ Hyago","A Firma Segue Lucrando","BOLOLO REC",59,88,8,"1879510"
89,"spotify:track:5jXXQY6LLlEtEWMDL6XcaP","Mc Lele JP, DJ Oreia, Mc DR, Gubeatz, MC Ryan SP, Mc Negão Original","Chatão","GRINGOS WORLD PRODUTORA",89,109,4,"1869301"
90,"spotify:track:4dGx53NJZJyuuLP5ownH1p","Wesley Safadão, Natanzinho Lima","Mentira Estampada","Wesley Safadao",11,44,68,"1849479"
91,"spotify:track:7fFXRzdVsW8nNIjgYwL5Pf","Henry Freitas, Nuzio Medeiros, Kadu Martins","Superfantasticamente (Superfantastico)","Sony Music Entertainment",75,75,3,"1848951"
92,"spotify:track:39KwMv89TaEdaBrvk28AMC","Felipe e Rodrigo","Dois Gumes (Ao Vivo)","MK Records",42,84,9,"1830890"
93,"spotify:track:3cwVKjzKSTfvacYJF6Tkub","Léo Foguete","Última Noite - Solo","Sua Música Digital",5,73,65,"1827371"
94,"spotify:track:6RzcNTnS02dnqoQMdTkQwi","Brenno & Matheus, DJ Ari SL","Descer Pra BC","New Music",1,70,29,"1826389"
95,"spotify:track:2655xYZ347fG2N6OjkoMQ8","Jorge & Mateus","Logo Eu","Som Livre",81,169,63,"1810731"
96,"spotify:track:4f0aDk7HX37SfzerfznYlr","Grupo Menos É Mais, Matheus Fernandes","Lapada Dela - Ao Vivo","Som Livre",4,61,150,"1807516"
97,"spotify:track:6bor3RIvmpmz5c435liCs9","Júnior e Cézar","Cheiro De Culpado - Ao Vivo","Universal Music Ltda.",78,112,8,"1787204"
98,"spotify:track:3lKOC96UdjCG47HZDJVyih","Simone Mendes","Saudade Proibida - Ao Vivo","Universal Music Ltda.",1,81,40,"1743376"
99,"spotify:track:65O1EyYSg0Leyf0li6Vzah","Dj Yuri Pedrada, Nilo, MC Meno K, Mc Livinho, Mc Negão Original, MC Jvila, MC Ryan SP, Mc Paiva ZS, MC GDL","SET DJ YURI PEDRADA - TRAVA CHIP","GR6 Music",93,93,3,"1739204"
100,"spotify:track:5d10gnmbT1MRkPOFjiX5nR","Maiara & Maraisa","Quem Sente Saudade Sou Eu - Ao Vivo em São Paulo","Work Show",79,79,3,"1737703"
101,"spotify:track:4pOGEJRVOuaa9oyy7qTGf6","Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo","Fui Mlk","WMD",1,101,59,"1728610"
102,"spotify:track:1h0yBDChztCJRTqmI5U6ou","MORADA","É Tudo Sobre Você / Ser Mudado - Ao Vivo","Onimusic",50,192,44,"1706192"
103,"spotify:track:0wC5n42Q23ZLYnrJmreKcb","Matheus & Kauan","Deus Perdoa - Ao Vivo","Universal Music Ltda (S&D)",103,113,3,"1690913"
104,"spotify:track:5lKHrBigpyKZM6uMvbOGh2","Natiruts, Claudia Leitte","Sorri, Sou Rei (feat. Claudia Leitte)","Sony Music Entertainment",104,-1,1,"1679831"
105,"spotify:track:2jpbtp5N679x92uB8s8p9h","Suel, Grupo Menos É Mais","Vitamina C - Ao Vivo","Virgin Music Label And Artist Services (S&D)",83,83,65,"1677250"
106,"spotify:track:4Hk1gmBr2KVEXr3hHwSgUi","DG e Batidão Stronda, Mc Davi, J. Eskine, MC G15","Mãe Solteira","FORTAL MUSIC",1,126,39,"1677029"
107,"spotify:track:035Q417M83JnP3wvSlyFEK","Julliany Souza","Quem É Esse? - Ao Vivo","Julliany Souza",53,168,43,"1664406"
108,"spotify:track:79Wou8NwYEFzTyDQudjENF","Diego & Victor Hugo","Desbloqueado - Ao Vivo","Sony Music Entertainment",17,89,77,"1646139"
109,"spotify:track:3nCuLb5HKpHYpUY3u47KG1","Panda, Humberto & Ronaldo, Ícaro e Gilmar, MJ Records","Tem Que Ser Você / O Que Combina Comigo É Você - Ao Vivo","MJ Records.",88,106,18,"1642311"
110,"spotify:track:4SHKz1SM7aikyK9WLAuN1J","Grupo Menos É Mais","Tarde Demais / Mágica / Oh! Chuva - Ao Vivo","Som Livre",52,76,22,"1633699"
111,"spotify:track:03Xt1TTim0FhR5fS48DLhE","Grupo Menos É Mais","Brinda Aê - Ao Vivo","Som Livre",87,87,3,"1618329"
112,"spotify:track:3kpWSH8AGR9MkGinPA4XDJ","Get Worship, Get Records, Melk Villar, Vinicius Cruz","Um Novo Dia - Ao Vivo","Get Records",112,-1,1,"1613884"
113,"spotify:track:1BUcr5Z79eTuY5V9VIlXGD","Jennifer e Stephany, CountryBeat","Tô na Moda","WM Brazil",75,90,6,"1610206"
114,"spotify:track:1NPnoibZZyeILxD4mpvfAy","Panda, MJ Records","Um Dia Te Levo Comigo / Do Brasil à Argentina - Ao Vivo","MJ Records.",92,107,11,"1606670"
115,"spotify:track:360yGInw4uhaOOWbAH3tuO","Gusttavo Lima","Saudade e Cabelos Brancos","Sony Music Entertainment",94,125,6,"1600382"
116,"spotify:track:4JYyktVuU06M2I8sTAVjAw","Dj Luan Gomes, DJ DAVI DOGDOG, DJ Japa NK, MC Meno K, Teko Bolado","SENTA POCA (POSSO ATÉ NÃO TE DAR FLORES)","JNK Records",90,97,9,"1584731"
117,"spotify:track:6Ap9SM1WkmI4b4Mo2Cpa6f","NATTAN, Léo Foguete","Última Noite","Nattan",8,193,46,"1581238"
118,"spotify:track:5RJubPh66tvUWCBoJ1GwEY","Matheus Fernandes, Felipe Amorim","Morena Jambo - Ao Vivo","Som Livre",101,135,4,"1576264"
119,"spotify:track:10cTvGMAzCyx8CGKO0fB5q","Gusttavo Lima","Culpa","Sony Music Entertainment",119,142,3,"1573222"
120,"spotify:track:6JH5wCoto58vgqa61jvazc","Brandão85, Matuê","JAPONÊS","30PRAUM",42,161,6,"1569571"
121,"spotify:track:1I6TdHxz61Kf9EFje0dQvg","Luan Santana","OLHO MARROM - Ao Vivo em Lisboa","Sony Music Entertainment",25,98,15,"1549804"
122,"spotify:track:0jDBq8sXPh28uWmLeYwPQk","Gusttavo Lima","Sofro e Não Nego","Sony Music Entertainment",122,147,5,"1545094"
123,"spotify:track:6Tp4LCJ5r5IJaEf8lnlPfG","Henrique & Juliano","De Trás Pra Frente (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",17,123,169,"1522762"
124,"spotify:track:5EMdMjFDucmNsD80Y0mjEI","Marina Sena","Numa Ilha","Sony Music Entertainment",110,-1,7,"1517910"
125,"spotify:track:0VlRvd4TWCFU6qhgfLiAjk","Fernando & Sorocaba, Léo Foguete","Férias em Salvador - Ao Vivo","F&S Producoes Artisticas",68,102,8,"1517107"
126,"spotify:track:4B1x7JW7xgPAnremTqrhZl","Gusttavo Lima","Ainda Tem Amor","Sony Music Entertainment",126,151,2,"1512764"
127,"spotify:track:1butVubqmo2gXoAgZiM7hY","Kaique e Felipe, Luan Pereira","Vacilona - Ao Vivo","Sony Music Entertainment",20,82,28,"1512025"
128,"spotify:track:708yXS1fLm1gAXFyIQxtX2","Henrique & Juliano","Romântico (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",25,148,62,"1504634"
129,"spotify:track:3nI0piSOxAik2RCpHGloB7","Charlie Brown Jr.","Só Os Loucos Sabem","Best",82,130,38,"1468435"
130,"spotify:track:5TKTBDb9p1npApJLuQLd7M","Matuê, BNYX, Azul Wynter, Bryan Yepes","BACKSTAGE","30PRAUM",41,165,4,"1463216"
131,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",10,115,125,"1462495"
132,"spotify:track:57QuZKqQD399jk0PBzolHY","Luan Santana","Cantada - Ao Vivo","Sony Music Entertainment",132,139,3,"1460046"
133,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",30,177,39,"1446556"
134,"spotify:track:4TnEIYOXZ9KBGHOIqG5Xs5","PEDRO SAMPAIO, Marina Sena","ESCADA DO PRÉDIO","WM Brazil",8,153,34,"1436215"
135,"spotify:track:0RTv8p21Oeav1EztMQ5Xbt","Hugo & Guilherme, Ana Castela","Todo Mundo Menos Eu - Ao Vivo","Som Livre",20,96,18,"1428690"
136,"spotify:track:69sdOLKjgnwdA2smmct2a9","Gabriel Guedes de Almeida","Santo Pra Sempre - Ao Vivo","Onimusic",93,-1,27,"1428609"
137,"spotify:track:0zxWyvrKyz031tFfBnkYLr","Henrique & Juliano","Como É Que A Gente Fica (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",23,173,164,"1413177"
138,"spotify:track:2je7f5dovpUabOqTSfyD5V","Grupo Menos É Mais","Jejum de Amor / Caixa Postal / Vida Vazia - Ao Vivo","Som Livre",63,94,25,"1412579"
139,"spotify:track:7aOv4uSAmiB9XKnkibqSdo","cjnobeat, Mc Morena, Mc Gw","Até Quebrar a Cama 2.0","cjnobeat",80,144,12,"1411597"
140,"spotify:track:1qyiBNYS01TjMkmoeTLJXN","Matuê","A Morte do Autotune","30PRAUM",33,-1,91,"1395338"
141,"spotify:track:1gftPqMrQEkdJh2WbVRA1f","Simone Mendes","Me Ama Ou Me Larga - Ao Vivo","Universal Music Ltda.",3,111,49,"1392760"
142,"spotify:track:2MTPvC5feh2N2vZ7lo6IV1","Gusttavo Lima","Próximo Tchau","Sony Music Entertainment",142,186,2,"1391121"
143,"spotify:track:0rosNwHC9T8YNu3EvXLPfX","Ferrugem","Me Bloqueia (Ao Vivo)","WM Brazil",65,100,58,"1387365"
144,"spotify:track:4lbPwb1Beo7JU2VwuJRTeR","Henrique & Diego, MC Guime","Suíte 14 - Ao Vivo","Sony Music Entertainment",61,-1,23,"1385193"
145,"spotify:track:4kqz2VSAmiLm06X90jmktL","MC GP, MC Meno K, Aaron Modesto, MC RN do Capão, DU'L, MC Rick, DJ Guh Mix, Marquinho no Beat, MC Ryan SP, Mc Negão Original","Semi Nua","Universal Music Ltda.",145,-1,1,"1381255"
146,"spotify:track:1UvWx2hgpxlF7HPbwLSmIY","O Rappa","Anjos (Pra quem tem fé)","WM Brazil",140,-1,8,"1380860"
147,"spotify:track:4bioqBfAE9nhxwecok2cYB","Dj Gustomares, MC Flavinho, Iraqui ZL","Bandido problemático","TREM",45,136,13,"1380454"
148,"spotify:track:5xtTf3EDkoWJwlSpkEUvF6","Brenno & Matheus, Clayton & Romário","Megazord","New Music",148,-1,1,"1370491"
149,"spotify:track:6h3EEYgtIuOjeqQPIC3H37","Eric Land, Natanzinho Lima","Pilantra e Meio","Eric Land",1,108,61,"1356896"
150,"spotify:track:1ACPqFtyccKAozOfFFehQy","Gusttavo Lima","Onde Estão Meus Amigos","Sony Music Entertainment",150,196,2,"1356602"
151,"spotify:track:7bukHRNgGLRySTJEVvLoIR","Henrique & Juliano","Briga Feia (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",22,140,167,"1345232"
152,"spotify:track:0hB6UKgc3iKTphmGuWpNOg","Prod Gomes, DJ Gomes Original, Yuri Redicopa, Bisqui","Faz assim","Rua B Records",52,154,14,"1331034"
153,"spotify:track:6HqkE4XccT7AmAMRSfzOcp","Rey Vaqueiro","Body Splash","Potencia Music",89,104,16,"1328974"
154,"spotify:track:3Hd5fVKydmRK2vjhXVxqgU","Vitor Limma","Amor de Fim de Noite / Por Favor / Nem Aí - Ao Vivo","3 Desejos Produções Artísticas",50,149,20,"1327796"
155,"spotify:track:0vFVkEDrV58pAPEtKJLvP5","Songs Five Music, José Jr","Yeshua - Ao Vivo","The Bow",97,-1,34,"1324624"
156,"spotify:track:2sZA8JGCtCVe43s0kFtMSI","Kamisa 10","Eu nunca amei assim / Sobrenatural / Sem Radar - Ao Vivo","WM Brazil",110,110,3,"1314741"
157,"spotify:track:7snQQk1zcKl8gZ92AnueZW","Guns N' Roses","Sweet Child O' Mine","Guns N Roses P&D",102,-1,42,"1313686"
158,"spotify:track:3R8dmcSyROSR73XsdeSd7g","Clayton & Romário","Opa Cadê Eu - Ao Vivo","WM Brazil",4,155,48,"1307545"
159,"spotify:track:3ZbetlcfZ0tgVWdvnRzuLB","Talita Mel, Xand Avião","Melzinho","Sua Música Digital",23,99,29,"1307119"
